KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership	PMIDlist
melanoma/blood	MESH	0.0147058823529411	1	0	0.699062504423946	5.58792797798315	0.194024675339202	10.1254478140131	19	2	[32814895]
melanoma/genetics	MESH	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	121	4	[31043744]
membrane proteins/genetics	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	231	12	[33311482]
membrane proteins/metabolism	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	136	3	[33547170]
metabolic reprogramming	MESH	0.0147058823529411	1	52.1952380952381	0.714070661620449	4.4894542418667	0.0928289392736099	4.88353255828005	276	8	[38301989]
metal-organic frameworks/chemistry	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	248	8	[34985903]
methotrexate/pharmacology	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	281	10	[32778843]
microglia/drug effects	MESH	0.0147058823529411	1	0	0.719805040108061	5.58792797798315	0.194024675339202	8.84559067778994	45	10	[34717678]
mitochondria/drug effects	MESH	0.0294117647058823	2	490	0.607298045460678	11.553703519554	0.77395107437277	7.12418640405924	161	7	[34093872,31509699]
MMRN1	GENE	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	151	4	[34811833]
monocrotaline/toxicity	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	113	11	[35197507]
MRLN	GENE	0.0588235294117647	4	769.759074259074	0.6934307070504	7.30388538777324	0.53181731747967	7.32350946718911	139	6	[33236624,30755716,34093872,31257391]
MS4A1	GENE	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	42	2	[31775041]
MTOR	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	4	7	[34093872]
multiple myeloma/drug therapy	MESH	0.0147058823529411	1	833.45	0.842376695172728	6.05651105570229	0.359089943065514	5.89630321683315	206	8	[33691090]
myeloid-derived suppressor cells/immunology	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	130	3	[33547170]
myocardial reperfusion injury/drug therapy	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	179	5	[30830879]
myocardium/immunology	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	172	5	[30830879]
necroptosis/drug effects	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	210	6	[32134361]
neoplasm metastasis/drug therapy	MESH	0.0147058823529411	1	0	0.699062504423946	5.58792797798315	0.194024675339202	10.1254478140131	18	2	[32814895]
neoplasms/diagnostic imaging	MESH	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	218	8	[32686685]
neoplasms/drug therapy	MESH	0.0294117647058823	2	198.1	0.766574416434657	9.15029778820395	0.697978769812418	6.36755531641994	192	6	[33277233,31509699]
neutral ceramidase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	131	3	[33547170]
neutrophil infiltration	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	174	5	[30830879]
neutrophils/immunology	MESH	0.0294117647058823	2	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	170	5	[30830879]
nf-e2-related factor 2/biosynthesis	MESH	0.0147058823529411	1	0	0.719805040108061	5.58792797798315	0.194024675339202	8.84559067778994	48	10	[34717678]
nf-e2-related factor 2/genetics	MESH	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	5	7	[34093872]
NFE2L2	GENE	0.0294117647058823	2	431	0.714072833248994	11.8478835165478	0.778716121743605	8.95196693133953	29	7	[34093872,34717678]
nitric oxide synthase type ii/metabolism	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	244	1	[36160648]
nivolumab/therapeutic use	MESH	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	122	4	[31043744]
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	111	11	[35197507]
NLRP1	GENE	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	78	3	[35778693]
NLRP3	GENE	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	112	11	[35197507]
NOX4	GENE	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	110	11	[35197507]
oleic acid/metabolism	MESH	0.0147058823529411	1	0	0.699062504423946	5.58792797798315	0.194024675339202	10.1254478140131	22	2	[32814895]
oxidative stress	MESH	0.0294117647058823	2	1258.09325396825	0.762880886737852	10.6266190879081	0.812339906712453	3.15447032397837	298	10	[32778843,32686685]
oxidative stress/drug effects	MESH	0.0294117647058823	2	1281	0.690920293968777	11.0447935466653	0.82737329560072	10.9749332925384	15	7	[32814895,34093872]
pancreas/metabolism	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	225	12	[33311482]
pancreatitis/genetics	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	237	12	[33311482]
PDCD1	GENE	0.088235294117647	6	1580.33333333333	0.941422968209548	8.19510962089764	0.701334436974978	5.0367342264217	268	8	[33691090,38301989,34985903,34093872,35238098,39321806]
phagocytosis	MESH	0.0147058823529411	1	0	0.57317929321468	3.9906259927704	0.0378183689220479	6.92362128627721	164	5	[39166450]
phenol/chemistry	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	255	8	[34985903]
phenotype	MESH	0.0294117647058823	2	1299.18333333333	0.771204674246754	4.80379768644531	0.171508148678426	6.37552837937109	191	6	[30755716,30420335]
phenylenediamines/pharmacology	MESH	0.0294117647058823	2	584.928571428571	0.627280492183613	7.73910952573707	0.628583572890683	7.86371385662039	96	5	[30830879,35197507]
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	263	10	[34396451]
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	285	10	[32778843]
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	235	12	[33311482]
phospholipid hydroperoxide glutathione peroxidase/metabolism	MESH	0.0294117647058823	2	352.333333333333	0.896096256192859	8.05345297031568	0.606346685160121	7.91462959855572	94	2	[32814895,30787033]
piperazines/pharmacology	MESH	0.0294117647058823	2	2037	0.733770579421146	9.63904431350786	0.826836388854711	4.33273380101295	278	10	[32778843,34396451]
PLEKHM1	GENE	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	40	2	[31775041]
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	36	3	[33926261]
PRKAA1	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	13	7	[34093872]
PRKAA2	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	10	7	[34093872]
PRKAB1	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	2	7	[34093872]
programmed cell death 1 receptor/metabolism	MESH	0.0294117647058823	2	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	252	8	[34985903]
PROM1	GENE	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	243	1	[36160648]
protein kinase inhibitors/chemistry	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	183	6	[31509699]
proto-oncogene proteins p21(ras)/metabolism	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	230	12	[33311482]
pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	182	6	[31509699]
quinoxalines/pharmacology	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	233	12	[33311482]
radiation-protective agents/pharmacology	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	213	6	[32134361]
raw 264.7 cells	MESH	0.0294117647058823	2	0	0.672179267846407	5.08909972888685	0.16607196787508	8.11244910989826	74	10	[34717678]
reactive oxygen species/metabolism	MESH	0.102941176470588	7	9616.50793650794	1.02070892802245	26.3308447807739	0.996655518394649	4.96181607539247	271	3	[33236624,33691090,33547170,32778843,33926261,35778693,31043744]
ROS1	GENE	0.0588235294117647	4	4101.72727272727	0.981144263493497	20.5406760891685	0.956767821389022	7.24705355646853	140	4	[34811833,31509699,33926261,31775041]
RPL17	GENE	0.088235294117647	6	1580.33333333333	0.941422968209548	8.19510962089764	0.701334436974978	5.0367342264217	269	8	[33691090,38301989,34985903,34093872,35238098,39321806]
RPL17-C18orf32	GENE	0.088235294117647	6	1580.33333333333	0.941422968209548	8.19510962089764	0.701334436974978	5.0367342264217	267	8	[33691090,38301989,34985903,34093872,35238098,39321806]
S100A4	GENE	0.0147058823529411	1	1	0.787838588063539	5.0588545575097	0.109528976185949	7.14486671667515	160	3	[33277233]
saponins/chemistry	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	180	6	[31509699]
scavenger receptors class e/genetics	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	246	1	[36160648]
skin neoplasms/drug therapy	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	92	9	[34593794]
SLC3A2	GENE	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	124	4	[31043744]
SLC40A1	GENE	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	292	1	[34062295]
SLC7A11	GENE	0.0588235294117647	4	5514	0.972029974602928	19.291609276051	0.98003378038277	5.15884507634063	265	4	[34811833,31554642,31043744,35778693]
SLC9A1	GENE	0.0294117647058823	2	2685	0.915092982146374	10.066811784251	0.848178432008591	6.05260318798169	196	4	[31554642,31043744]
SMAD3	GENE	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	99	9	[34991659]
small molecule libraries/pharmacology	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	212	6	[32134361]
sorafenib/pharmacology	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	143	4	[34811833]
SPANXB1	GENE	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	37	2	[31775041]
spiro compounds/pharmacology	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	234	12	[33311482]
spleen/pathology	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	264	10	[34396451]
STAT3	GENE	0.037037037037037	1	0	0.565639573412613	5.08909972888685	0.16607196787508	7.15512249034625	154	9	[34991659,30563531,32344015,37108378,32472095]
STING1	GENE	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	226	12	[33311482]
sulfasalazine/administration &amp; dosage	MESH	0.0147058823529411	1	0	0.723986764296883	5.07901800509447	0.116743660585452	8.42821484689848	68	4	[31554642]
t-lymphocytes cytotoxic/drug effects	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	88	9	[34593794]
t-lymphocytes cytotoxic/immunology	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	293	1	[34062295]
t-lymphocytes cytotoxic/metabolism	MESH	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	222	8	[32686685]
t-lymphocytes/immunology	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	129	3	[33547170]
tetrahydrofolate dehydrogenase/genetics	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	283	10	[32778843]
TF	GENE	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	56	2	[31980600]
TGFB1	GENE	0.102941176470588	7	393.257142857143	0.615477848967959	5.90227142256176	0.324783839106945	8.9827227256022	28	9	[34991659,32359100,25940439]
TICAM1	GENE	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	177	5	[30830879]
TLR4	GENE	0.0441176470588235	3	21	0.584928895959789	9.23559427302597	0.548852921108265	7.46243583885226	127	5	[30830879,35197507,39166450]
toll-like receptor 4/genetics	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	173	5	[30830879]
toll-like receptor 4/metabolism	MESH	0.0441176470588235	3	1936.1	0.727182523414148	11.9587824782641	0.883122112728046	6.12830011120768	195	11	[35197507,39166450,31257391]
tor serine-threonine kinases/metabolism	MESH	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	8	7	[34093872]
TP53	GENE	0.111111111111111	3	967	0.774261712356398	14.0527950825384	0.865538416796233	6.57025621426194	188	3	[33547170,35778693,31980600,39321806]
transferrin/metabolism	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	58	2	[31980600]
TRIM69	GENE	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	178	5	[30830879]
triple negative breast neoplasms/drug therapy	MESH	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	97	9	[34991659]
tuberculosis/metabolism	MESH	0.0147058823529411	1	94.1547619047621	0.741844169206002	4.0611980593171	0.0680529300567108	8.98376680836584	26	2	[30787033]
tumor escape/drug effects	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	90	9	[34593794]
tumor microenvironment	MESH	0.074074074074074	2	4245	0.680194739827416	10.6871094306624	0.885739533114842	7.22170330243229	141	12	[33691090,33311482,27044818,34958892,38301989,34919143,36160648,24156623,30420335]
tumor microenvironment/drug effects	MESH	0.117647058823529	8	1343.27272727273	0.679415161655643	11.6905047538048	0.854822652990459	7.47938902498922	126	9	[34593794,34991659,33547170,34093872,30755716,31257391]
tumor microenvironment/physiology	MESH	0.0441176470588235	3	532.02380952381	0.636774429914388	1.81082819186751	0.00278520374492455	9.28697235498098	24	-1	[25940439,32359100]
tumor suppressor protein p53/genetics	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	55	2	[31980600]
tumor suppressor protein p53/metabolism	MESH	0.0441176470588235	3	949	0.87624330241025	10.2857770202152	0.797306517824185	6.03795144353409	197	3	[33547170,35778693,39321806]
tumor-associated macrophages/drug effects	MESH	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	98	9	[34991659]
urinary bladder neoplasms/pathology	MESH	0.0147058823529411	1	75.8571428571429	0.750933784654723	4.57010803220578	0.134047717587052	5.9787268126895	203	6	[33236624]
ventricular function left/drug effects	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	176	5	[30830879]
VIM	GENE	0.0147058823529411	1	52.1952380952381	0.714070661620449	4.4894542418667	0.0928289392736099	4.88353255828005	273	8	[38301989]
vitamin e/pharmacology	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	286	10	[32778843]
XK	GENE	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	80	3	[35778693]
