KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	PMIDlist
programmed cell death 1 receptor/metabolism	MESH	0.0294117647058823	2	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	168	[34985903]
protein kinase inhibitors/chemistry	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	171	[31509699]
proto-oncogene proteins p21(ras)/metabolism	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	29	[33311482]
pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	174	[31509699]
quinoxalines/pharmacology	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	32	[33311482]
radiation-protective agents/pharmacology	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	95	[32134361]
raw 264.7 cells	MESH	0.0294117647058823	2	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	203	[34717678]
reactive oxygen species/metabolism	MESH	0.102941176470588	7	7029.81076015718	0.822114865201999	22.0258753434249	1	1.4669255165694	87	[33236624,33691090,33547170,32778843,33926261,35778693,31043744]
saponins/chemistry	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	176	[31509699]
scavenger receptors class e/genetics	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	112	[36160648]
skin neoplasms/drug therapy	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	16	[34593794]
small molecule libraries/pharmacology	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	96	[32134361]
sorafenib/pharmacology	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	127	[34811833]
spiro compounds/pharmacology	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	37	[33311482]
spleen/pathology	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	130	[34396451]
sulfasalazine/administration &amp; dosage	MESH	0.0147058823529411	1	30.4	0.466711096088731	3.05345983733211	0.0772281568877551	1.23089780890905	149	[31554642]
t-lymphocytes cytotoxic/drug effects	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	14	[34593794]
t-lymphocytes cytotoxic/immunology	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	156	[34062295]
t-lymphocytes cytotoxic/metabolism	MESH	0.0147058823529411	1	0	0.537907239133978	2.54454986444343	0.0450414540816327	1.45546078632294	91	[32686685]
t-lymphocytes/immunology	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	2	[33547170]
tetrahydrofolate dehydrogenase/genetics	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642032	219	[32778843]
toll-like receptor 4/genetics	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	144	[30830879]
toll-like receptor 4/metabolism	MESH	0.0441176470588235	3	1090	0.507320438947066	9.42431433761302	0.841398278061224	1.15169744876858	193	[35197507,39166450,31257391]
tor serine-threonine kinases/metabolism	MESH	0.0147058823529411	1	73.9171428571428	0.521418186966223	3.9906259927704	0.220982142857143	1.4753937488891	74	[34093872]
transferrin/metabolism	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	99	[31980600]
triple negative breast neoplasms/drug therapy	MESH	0.0147058823529411	1	43.25	0.597565810332929	2.52438641685865	0.0409558354591837	2.08762694537165	11	[34991659]
tuberculosis/metabolism	MESH	0.0147058823529411	1	246.301818181818	0.593712110232016	3.5623698102208	0.249720982142857	1.03484125228682	206	[30787033]
tumor escape/drug effects	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	15	[34593794]
tumor microenvironment	MESH	0.074074074074074	2	2730	0.572734963878583	9.16037951199633	0.907844387755102	1.72791829043652	53	[33691090,33311482,38301989,34919143,36160648,24156623,30420335]
tumor microenvironment/drug effects	MESH	0.117647058823529	8	48	0.49347289907824	7.80473127478081	0.555564413265306	2.31509479965977	1	[34593794,34991659,33547170]
tumor microenvironment/physiology	MESH	0.0441176470588235	3	407.285714285714	0.500561442467855	0.9976564981926	0.0111208545918367	1.34985254487111	116	[25940439,32359100]
tumor suppressor protein p53/genetics	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	104	[31980600]
tumor suppressor protein p53/metabolism	MESH	0.0441176470588235	3	90	0.723754121223187	6.92009136833913	0.565011160714286	1.78317358611968	50	[35778693,33547170]
tumor-associated macrophages/drug effects	MESH	0.0147058823529411	1	43.25	0.597565810332929	2.52438641685866	0.0436862244897959	2.08771227002886	10	[34991659]
urinary bladder neoplasms/pathology	MESH	0.0147058823529411	1	74.9333333333333	0.637809341608555	3.55228808642841	0.139568718112245	1.70910776877887	54	[33236624]
ventricular function left/drug effects	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	140	[30830879]
vitamin e/pharmacology	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642032	221	[32778843]
