PMID	kw1	kw2	link	link_explicit	QuerySet
33483372	amino acid transport system y+/metabolism	phenylthiohydantoin/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	amino acid transport system y+/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	amino acid transport system y+/metabolism	piperazines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	amino acid transport system y+/metabolism	prostate/pathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	amino acid transport system y+/metabolism	prostatic neoplasms castration-resistant/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
37220842	aminolevulinic acid/pharmacology	fibroblasts	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37220842/"", ""37220842"")"	https://pubmed.ncbi.nlm.nih.gov/37220842	pmid-ferroptosi-set.txt
37220842	aminolevulinic acid/pharmacology	keloid/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37220842/"", ""37220842"")"	https://pubmed.ncbi.nlm.nih.gov/37220842	pmid-ferroptosi-set.txt
37220842	aminolevulinic acid/pharmacology	photosensitizing agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37220842/"", ""37220842"")"	https://pubmed.ncbi.nlm.nih.gov/37220842	pmid-ferroptosi-set.txt
37220842	aminolevulinic acid/pharmacology	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37220842/"", ""37220842"")"	https://pubmed.ncbi.nlm.nih.gov/37220842	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	antineoplastic agents phytogenic/isolation & purification	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	cell cycle checkpoints/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	cell movement/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	cell proliferation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	cisplatin/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	neoplasm invasiveness	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	ovarian neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	amp-activated protein kinases/metabolism	ribosome inactivating proteins type 2/isolation & purification	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32077821	amyotrophic lateral sclerosis/drug therapy	antioxidants/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32077821/"", ""32077821"")"	https://pubmed.ncbi.nlm.nih.gov/32077821	pmid-ferroptosi-set.txt
32077821	amyotrophic lateral sclerosis/drug therapy	edaravone/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32077821/"", ""32077821"")"	https://pubmed.ncbi.nlm.nih.gov/32077821	pmid-ferroptosi-set.txt
32077821	amyotrophic lateral sclerosis/drug therapy	motor neurons/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32077821/"", ""32077821"")"	https://pubmed.ncbi.nlm.nih.gov/32077821	pmid-ferroptosi-set.txt
32077821	amyotrophic lateral sclerosis/drug therapy	neuroprotective agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32077821/"", ""32077821"")"	https://pubmed.ncbi.nlm.nih.gov/32077821	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	androstenes/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	benzamides/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	carbolines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	fusion regulatory protein 1 heavy chain/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	nitriles/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	phenylthiohydantoin/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	phospholipid hydroperoxide glutathione peroxidase/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	piperazines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	prostate/pathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androgen antagonists/pharmacology	prostatic neoplasms castration-resistant/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	benzamides/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	carbolines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	fusion regulatory protein 1 heavy chain/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	nitriles/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	phenylthiohydantoin/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	phospholipid hydroperoxide glutathione peroxidase/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	piperazines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	prostate/pathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
33483372	androstenes/pharmacology	prostatic neoplasms castration-resistant/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33483372/"", ""33483372"")"	https://pubmed.ncbi.nlm.nih.gov/33483372	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	b7-h1 antigen/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	benzylidene compounds/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	cell line tumor/transplantation	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	exosomes/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	hyaluronic acid/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	immune checkpoint inhibitors/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	immunologic memory	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	skin neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	t-lymphocytes cytotoxic/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	tumor escape/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
34593794	aniline compounds/pharmacology	tumor microenvironment/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34593794/"", ""34593794"")"	https://pubmed.ncbi.nlm.nih.gov/34593794	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	antineoplastic agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	cell cycle/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	cell line	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	cell survival/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	fluorouracil/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	mebendazole/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	phospholipid hydroperoxide glutathione peroxidase/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	prostatic neoplasms castration-resistant/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33197601	anthelmintics/pharmacology	tumor suppressor protein p53/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	cerebral cortex/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	cyclohexylamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	lung/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	neurons/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	neurotoxicity syndromes/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	pc12 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	phenylenediamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	anthracenes/pharmacology	zinc oxide/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
30677556	antibiotics antineoplastic/administration & dosage	carbon monoxide/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/30677556/"", ""30677556"")"	https://pubmed.ncbi.nlm.nih.gov/30677556	pmid-ferroptosi-set.txt
30677556	antibiotics antineoplastic/administration & dosage	doxorubicin/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/30677556/"", ""30677556"")"	https://pubmed.ncbi.nlm.nih.gov/30677556	pmid-ferroptosi-set.txt
30677556	antibiotics antineoplastic/administration & dosage	iron compounds/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/30677556/"", ""30677556"")"	https://pubmed.ncbi.nlm.nih.gov/30677556	pmid-ferroptosi-set.txt
30677556	antibiotics antineoplastic/administration & dosage	neoplasms/diagnostic imaging	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/30677556/"", ""30677556"")"	https://pubmed.ncbi.nlm.nih.gov/30677556	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	antigens/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	biomarkers/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	cell membrane/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	golgi apparatus/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	piperazine/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antibodies monoclonal/metabolism	receptors transferrin/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antigens/metabolism	biomarkers/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antigens/metabolism	cell membrane/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antigens/metabolism	golgi apparatus/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antigens/metabolism	piperazine/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
32160546	antigens/metabolism	receptors transferrin/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32160546/"", ""32160546"")"	https://pubmed.ncbi.nlm.nih.gov/32160546	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	antineoplastic agents	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	artesunate/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	carcinogenesis/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	cell proliferation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	glioblastoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	homeostasis/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antimalarials/pharmacology	iron/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
32835374	antimetabolites antineoplastic/pharmacology	beta catenin/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
32835374	antimetabolites antineoplastic/pharmacology	colorectal neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
32835374	antimetabolites antineoplastic/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
32835374	antimetabolites antineoplastic/pharmacology	fluorouracil/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
32835374	antimetabolites antineoplastic/pharmacology	plant extracts/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
35177209	antineoplastic agents	artesunate/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	autophagy/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
35177209	antineoplastic agents	carcinogenesis/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antineoplastic agents	cell proliferation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	cytosol/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	deoxycytidine/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	flavonoids/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	gene expression regulation neoplastic/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
35177209	antineoplastic agents	glioblastoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
35177209	antineoplastic agents	homeostasis/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35177209/"", ""35177209"")"	https://pubmed.ncbi.nlm.nih.gov/35177209	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	pancreatic neoplasms	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
34673014	antineoplastic agents	reactive oxygen species	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
32814169	antineoplastic agents phytogenic/isolation & purification	cell cycle checkpoints/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	antineoplastic agents phytogenic/isolation & purification	cell movement/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	antineoplastic agents phytogenic/isolation & purification	cell proliferation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32814169	antineoplastic agents phytogenic/isolation & purification	cisplatin/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
