KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"caspase 9/genetics"	"MESH"	0.002840909090909	1	5185.82629403378	0.438083018871616	6.64973262032085	0.260263725972604	-96.2764974941049	862	8
"caspases/metabolism"	"MESH"	0.0056818181818181	2	838.458726568033	0.478413408986028	5.25802479684058	0.0623323439310487	-0.657403635339375	388	3
"cation transport proteins/genetics"	"MESH"	0.037037037037037	1	21533.7038605577	0.341812135618898	7.36666666666666	0.463013483912954	-15.9823172536227	508	4
"CCL2"	"GENE"	0.0255681818181818	9	2105.50327675288	0.478783825839502	5.69075257374696	0.144229853494389	-7.37461657956232	457	7
"CCL21"	"GENE"	0.0056818181818181	2	678.859857610229	0.438679445922039	3.93373015873016	0.0277773368676688	-1.56822263902204	420	1
"CCL27"	"GENE"	0.002840909090909	1	27584.062405533	0.454006489382714	7.6958605664488	0.535094681036809	-21.3306134657233	548	16
"CCL4"	"GENE"	0.002840909090909	1	859.304528196781	0.443783527873865	3.27519931759062	0.0242535832764559	-19.0282637368986	531	19
"CCL5"	"GENE"	0.0056818181818181	2	1828.81967684876	0.452202501169855	11.675	0.323177409882383	-38.6962958006498	663	11
"CCR10"	"GENE"	0.002840909090909	1	33398.3951389205	0.454006489382714	7.6958605664488	0.557507023698037	-21.3305911426729	547	16
"CCR5"	"GENE"	0.0056818181818181	2	1278.5415230164	0.45372159693034	10.8613617376775	0.231496325455152	-45.7215914530009	685	11
"ccr5 receptor antagonists"	"MESH"	0.002840909090909	1	5257.47791391833	0.428287528287315	4.27286324786324	0.125609117315598	-87.0596580987461	834	11
"cd11b antigen/genetics"	"MESH"	0.002840909090909	1	26168.5420487474	0.394654816877494	7.60757575757575	0.515374755956255	-118.52352014492	935	13
"cd11b antigen/metabolism"	"MESH"	0.002840909090909	1	8247.50086256775	0.423849726616004	5.79444444444444	0.238930731258234	-61.1782935223944	749	13
"CD14"	"GENE"	0.0085227272727272	3	111.159496334305	0.392277651632777	1.1344298245614	0.000486103395184203	-117.686586544604	931	10
"cd18 antigens/genetics"	"MESH"	0.002840909090909	1	32345.3003340414	0.394654816877494	7.60757575757575	0.542032070919509	-118.523493593809	933	13
"CD274"	"GENE"	0.0255681818181818	9	1435.86074265181	0.491478377037012	8.98267171425065	0.219837780352693	65.2054305154988	91	2
"CD36"	"GENE"	0.002840909090909	1	3219.06975820715	0.458766373471587	3.99651979565772	0.0819361994254059	109.220156020708	23	9
"cd36 antigens/antagonists & inhibitors"	"MESH"	0.002840909090909	1	2536.83959269346	0.458766373471587	3.99651979565772	0.0740613244234219	109.220148177207	24	9
"CD4"	"GENE"	0.0113636363636363	4	962.499204663245	0.460862331685367	7.30757575757576	0.124239099379375	16.8086736451388	328	25
"cd4-positive t-lymphocytes/metabolism"	"MESH"	0.002840909090909	1	22866.4053218463	0.464707469500164	7.30993484350262	0.45109998253996	-3.76949252766391	433	25
"CD44"	"GENE"	0.037037037037037	1	17277.9658507212	0.341812135618898	7.36666666666666	0.444114974365486	-15.9823360768393	510	4
"cd79 antigens/antagonists & inhibitors"	"MESH"	0.002840909090909	1	63526.3485901584	0.403969960938454	7.52037037037036	0.579296360375232	-32.336270608968	623	29
"CD79A"	"GENE"	0.002840909090909	1	36555.9078093665	0.403969960938454	7.52037037037036	0.542248337327979	-32.3363075093894	626	29
"CD79B"	"GENE"	0.002840909090909	1	48509.4069022703	0.403969960938454	7.52037037037036	0.559088347804003	-32.3362907364706	624	29
"cd8-positive t-lymphocytes/cytology"	"MESH"	0.0113636363636363	4	1571.00570403653	0.484924428648268	6.69814590505334	0.148509547467501	28.3165248841705	229	9
"cd8-positive t-lymphocytes/drug effects"	"MESH"	0.0170454545454545	6	2535.4129405005	0.50122713733261	9.26709956709958	0.322074252789638	55.9195248592701	111	20
"cd8-positive t-lymphocytes/immunology"	"MESH"	0.0142045454545454	5	2008.42360818704	0.499032404251861	7.71391580797262	0.256002880906652	43.032206876338	155	2
"CD8A"	"GENE"	0.0227272727272727	8	3426.44249603311	0.517920053244935	10.2109699266349	0.407834796273075	65.0805690163841	92	20
"CDKN1A"	"GENE"	0.002840909090909	1	3403.35314303105	0.415387626732409	4.2988354037267	0.111132164568816	-120.747275143689	946	1
"cell adhesion/drug effects"	"MESH"	0.0170454545454545	6	1041.03343238055	0.474844085469725	4.008292524469	0.0417394168346534	7.70282056741368	357	19
"cell communication/drug effects"	"MESH"	0.002840909090909	1	69879.7064322399	0.435598637297069	8.1164802101873	0.640882684401835	36.5394296037551	195	25
"cell cycle"	"MESH"	0.002840909090909	1	6.72916666666667	0.388537324005899	0.239529914529915	1.48807161791083e-05	-166.439853055008	990	10
"cell cycle checkpoints/drug effects"	"MESH"	0.0113636363636363	4	443.896625948938	0.441206633227252	2.55863368494948	0.00866057681624101	-86.417485968703	830	1
"cell cycle proteins/metabolism"	"MESH"	0.002840909090909	1	1607.21783687107	0.459612896202222	4.48787878787879	0.0832080046348471	-8.51363340480596	476	2
"cell cycle/drug effects"	"MESH"	0.0142045454545454	5	1433.03943379778	0.481631072600599	7.28942431837169	0.164830716972746	5.53121798184413	374	22
"cell death/drug effects"	"MESH"	0.0113636363636363	4	167.574115697322	0.433012913598341	3.01374181374182	0.00455548324629768	-44.0725847457127	680	6
"cell differentiation/drug effects"	"MESH"	0.0085227272727272	3	612.462813530471	0.457675701321298	5.70208855472013	0.0560358168917954	-40.2965749457931	671	16
"cell division/drug effects"	"MESH"	0.0056818181818181	2	1294.68848833085	0.457066311660799	3.96040574922154	0.0458603831685211	58.4368855951844	104	3
"cell line"	"MESH"	0.167613636363636	59	3406.24038097914	0.466604584605221	2.15665177780606	0.0320828240821574	-58.7982376350017	742	10
"cell line transformed"	"MESH"	0.0085227272727272	3	3068.49969477915	0.488331006144256	11.1240079365079	0.394877660672053	-0.561369063858103	386	8
"cell line tumor"	"MESH"	0.178977272727273	63	1395.94867942478	0.494645091814761	2.2651209135313	0.0201633704226917	66.9513137546041	86	19
"cell line tumor/drug effects"	"MESH"	0.002840909090909	1	757.778161342286	0.446678250511686	3.99451284010107	0.0311999015888637	-3.17981340447344	427	22
"cell line tumor/transplantation"	"MESH"	0.0085227272727272	3	898.890318329853	0.489671737706386	5.95429103060682	0.0818865970381423	7.04757363220234	359	2
"cell movement/drug effects"	"MESH"	0.0568181818181818	20	3490.69950370458	0.500532416437389	7.98876686791931	0.332639561276805	35.4833862581871	202	19
"cell nucleus/drug effects"	"MESH"	0.002840909090909	1	2875.97143780907	0.460372954085525	7.3766806722689	0.263394628656688	-24.1389013333033	573	6
"cell nucleus/metabolism"	"MESH"	0.0056818181818181	2	797.112910420341	0.463014812609458	2.74454887218045	0.017983841526325	-46.3417258161692	687	6
"cell proliferation"	"MESH"	0.0255681818181818	9	3602.49235001804	0.495011528177289	6.58347929422097	0.228504309455405	-20.8751945558749	542	29
"cell proliferation/drug effects"	"MESH"	0.09375	33	4785.88758674283	0.523108054750087	4.71451977373705	0.152545197695275	40.9552888035467	163	19
"cell proliferation/genetics"	"MESH"	0.002840909090909	1	13203.5607673248	0.42992420137916	6.86358543417366	0.345313963270424	-25.2308340095273	580	17
"cell survival"	"MESH"	0.0426136363636363	15	2907.74728883212	0.479997591995142	4.08754533348855	0.0801098395263567	-2.95965519309652	426	29
"cell survival/drug effects"	"MESH"	0.065340909090909	23	3093.78337229906	0.503656074615363	5.07632418069224	0.136183354232472	35.1562525152297	210	19
"cell survival/physiology"	"MESH"	0.002840909090909	1	14740.2530533029	0.406107200524793	6.47806026365348	0.321578228917001	22.1525739434408	274	28
"cell transformation neoplastic/chemically induced"	"MESH"	0.002840909090909	1	78159.8375138627	0.426266401584322	10.2761904761905	0.793695734988333	21.9116531662592	280	3
"cell transformation neoplastic/genetics"	"MESH"	0.037037037037037	1	841998.957906199	0.396777356913399	13.037037037037	0.941130894747703	-84.2850334424712	824	24
"cell-derived microparticles/drug effects"	"MESH"	0.002840909090909	1	18977.4159020845	0.427692976920898	7.36734006734006	0.457290360470469	21.1938786472559	294	16
"cells cultured"	"MESH"	0.153409090909091	54	3904.07108051209	0.450263148986373	2.42949333902613	0.0398525420231425	6.38053226720731	364	10
"cellular reprogramming"	"MESH"	0.002840909090909	1	143408.704847976	0.460831409836116	10.2844196723992	0.831455056268948	-0.857627392756366	401	30
"cephalosporins/pharmacology"	"MESH"	0.002840909090909	1	77000.3456193845	0.425528178242974	7.41943515421776	0.582308217329884	-28.5319336285683	595	31
"ceramides/pharmacology"	"MESH"	0.0056818181818181	2	1080.04048499001	0.488864177161387	6.14962439521263	0.0966829891589022	71.1710550402732	79	2
"CFLAR"	"GENE"	0.002840909090909	1	9420.96160273221	0.445717135528118	7.07592592592592	0.344062991063634	52.0934317199253	128	26
"CFTR"	"GENE"	0.0056818181818181	2	66.1478048681981	0.378633004085514	0.471993543179984	7.44035808955413e-05	-59.7077304330715	745	13
"CHAC1"	"GENE"	0.002840909090909	1	1714.68253055601	0.446566937058079	4.14027598500215	0.0714274376597197	36.5865213376232	193	2
"chalcones/pharmacology"	"MESH"	0.002840909090909	1	1337.12786145466	0.459612896202222	4.48787878787879	0.0712042269170331	-8.51364536075986	477	2
"chaperonin 60/metabolism"	"MESH"	0.002840909090909	1	25503.4789201562	0.447414852170478	8.65535714285714	0.582611783939937	25.1938360815755	242	3
"chaperonin containing tcp-1/genetics"	"MESH"	0.002840909090909	1	745.860721855556	0.405701931579224	2.45733376792699	0.0145860779987619	-67.0619018656729	762	13
"chemical and drug induced liver injury/genetics"	"MESH"	0.0056818181818181	2	3176.7698794725	0.480746917008968	8.01878023936847	0.314300566657672	54.6912535373926	112	3
"chemokine ccl2/metabolism"	"MESH"	0.002840909090909	1	10536.2405733317	0.454076235289615	7.12891497178581	0.354617387025603	-16.5340432189471	518	22
"chemokine ccl21/genetics"	"MESH"	0.002840909090909	1	5863.54800995637	0.433290773623564	5.29642438881569	0.185247059570483	21.5656735752476	288	1
"chemokine ccl27/metabolism"	"MESH"	0.002840909090909	1	23050.1661975668	0.454006489382714	7.6958605664488	0.521086966873542	-21.3306274176299	549	16
"chemokine ccl5/antagonists & inhibitors"	"MESH"	0.002840909090909	1	1300573.37990482	0.441504991623054	14.9871794871795	0.956655449913493	-50.9887992550496	705	11
"chemokine ccl5/metabolism"	"MESH"	0.002840909090909	1	2910.67774656691	0.450021459879829	5.64665286404416	0.15855998317487	-35.0567427072897	637	29
"chemokine cxcl10/metabolism"	"MESH"	0.002840909090909	1	12304.765182661	0.411598020720591	6.24090909090909	0.285965698957159	24.203723947762	251	11
"chemokine cxcl12/analysis"	"MESH"	0.002840909090909	1	14700.1582569663	0.441440029254309	7.02945845004668	0.373848232567737	-79.0520404539101	795	19
"chemokine cxcl12/biosynthesis"	"MESH"	0.002840909090909	1	2460.30121990149	0.467580198188634	4.12244651483782	0.0816653703909462	-39.1037012862457	665	19
"chemokine cxcl12/metabolism"	"MESH"	0.0085227272727272	3	1203.36776455445	0.471988947374085	7.23302987861811	0.143435223250425	-1.94192884160176	423	19
"chemokine cxcl16/genetics"	"MESH"	0.002840909090909	1	107.042894028104	0.419365913412417	1.86570048309179	0.00170235393088999	-136.661120003677	963	8
"chemokines/metabolism"	"MESH"	0.0056818181818181	2	234.381707332577	0.426116026686806	3.75638528138528	0.00857129251916636	-45.0144439973815	684	13
"chlorogenic acid/pharmacology"	"MESH"	0.002840909090909	1	13630.6043141169	0.447414852170478	8.65535714285714	0.515894588974778	25.1937696301861	244	3
"cholangiocarcinoma/pathology"	"MESH"	0.002840909090909	1	13666.987241357	0.42992420137916	6.86358543417366	0.349512309328423	-25.2308298279077	579	17
"cholesterol/chemistry"	"MESH"	0.002840909090909	1	127543.535336706	0.39357571433256	9.44276094276093	0.766384660560943	-1.43586363442765	415	23
"chromans/pharmacology"	"MESH"	0.002840909090909	1	13284.959658348	0.442120277770817	6.89285714285714	0.352376351169029	108.21888985726	27	14
"chromates/toxicity"	"MESH"	0.002840909090909	1	59499.2379724825	0.426266401584322	10.2761904761905	0.757862970429041	21.9116174762546	282	3
"chromium/toxicity"	"MESH"	0.002840909090909	1	64832.0055987748	0.426266401584322	10.2761904761905	0.775779352708687	21.9116353212569	281	3
"chymotrypsin/metabolism"	"MESH"	0.002840909090909	1	688.274272648266	0.389642612070493	1.65725806451613	0.00622906779257472	-80.3403104309051	799	9
"CIITA"	"GENE"	0.0111111111111111	1	36459.3504544808	0.410602508353171	8.29487734487734	0.599002396787353	40.5765160794478	170	2
"cisplatin"	"MESH"	0.002840909090909	1	3113.54666633488	0.437823200874212	3.93973485946102	0.0758251853145188	-25.7942769264831	591	6
"cisplatin/administration & dosage"	"MESH"	0.002840909090909	1	1745.12997150823	0.478446707983168	4.61363636363636	0.0953040427929715	124.698652544145	3	2
"cisplatin/pharmacology"	"MESH"	0.0085227272727272	3	1090.75072351589	0.493370217792501	6.41987734487734	0.103776130537611	89.8982454523159	39	22
"clodronic acid/pharmacology"	"MESH"	0.002840909090909	1	642651.144200884	0.441504991623054	14.9871794871795	0.94106839573975	-50.988814780004	709	11
"clostridium infections/metabolism"	"MESH"	0.0085227272727272	3	209.983506632764	0.404812066186823	1.33462920521744	0.00102676941635847	-94.7792758105102	853	9
"coenzyme a ligases/metabolism"	"MESH"	0.037037037037037	1	9597.47815291145	0.403038066405843	5.97619047619047	0.254412628370978	-0.787784836668761	397	6
"collagen type i/metabolism"	"MESH"	0.002840909090909	1	20807.8485737451	0.455668871694797	6.79145022618137	0.379272749638895	-67.611295269564	766	9
"colonic neoplasms/drug therapy"	"MESH"	0.0056818181818181	2	987.344699357223	0.474317093868709	7.32310924369748	0.127914636275615	-11.3586010293148	481	6
"colorectal neoplasms/immunology"	"MESH"	0.002840909090909	1	595823.287836496	0.441504991623054	14.9871794871795	0.940094204853891	-50.9888157503136	710	11
"colorectal neoplasms/therapy"	"MESH"	0.002840909090909	1	4238703.75768258	0.443972334183595	16.4194444444444	0.99402390438247	-58.7854196907605	730	12
"coumaric acids/adverse effects"	"MESH"	0.002840909090909	1	90653.1862512938	0.403013820781567	9.14882154882154	0.719349692862018	37.1474028829863	189	27
"CSF1"	"GENE"	0.002840909090909	1	803.768825052709	0.492606430761377	3.58839075578206	0.0269916350534119	52.090928163469	130	2
"CSF2"	"GENE"	0.0056818181818181	2	2424.37562226091	0.483167448075631	5.61475468975469	0.147795273090903	-6.39589598877099	453	10
"CSF3"	"GENE"	0.002840909090909	1	5942.64587613018	0.423849726616004	5.79444444444444	0.223029197949239	-61.178309360575	751	13
"CTH"	"GENE"	0.002840909090909	1	1759.31819916973	0.453630797360404	3.99745989304813	0.0634275646418311	-0.774517401165939	390	6
"CTLA4"	"GENE"	0.002840909090909	1	9554.87670744233	0.481440214322237	8.56422466422466	0.454916390216028	81.5529713632743	56	14
"CTNNB1"	"GENE"	0.002840909090909	1	4930.87557170351	0.489098377158989	5.52353568331829	0.192858049872224	48.9713576423046	141	1
"CTTN"	"GENE"	0.0056818181818181	2	373.633089716045	0.456559458969035	6.67941729323308	0.040017221948858	-33.1636840604136	630	29
"curcumin/pharmacology"	"MESH"	0.0056818181818181	2	567.034359130585	0.460882397904754	3.34354066985646	0.0178122172663926	-11.7693742330052	487	7
"CXCL10"	"GENE"	0.0056818181818181	2	1166.43197599435	0.457017225742873	12.0404761904762	0.225718639386676	1.95167056963095	382	11
"CXCL12"	"GENE"	0.0255681818181818	9	1495.39110192945	0.490727343041252	7.72369849067789	0.20298487325598	-7.21982731109811	456	19
"CXCL8"	"GENE"	0.0681818181818181	24	1448.74359044878	0.445860614185028	3.2112927662579	0.0345669116363232	-120.80585509383	948	21
"CXCL9"	"GENE"	0.002840909090909	1	645748.896930177	0.441504991623054	14.9871794871795	0.942042586625609	-50.9888138096943	708	11
"CXCR1"	"GENE"	0.0056818181818181	2	907.505113724845	0.441891385193408	4.74635642135642	0.0600149203980889	-4.28994306970533	442	21
"CXCR4"	"GENE"	0.0198863636363636	7	1416.8402807114	0.486935838049721	8.7735791985792	0.21287162108538	17.5506063435908	326	19
"cyclams"	"MESH"	0.0113636363636363	4	1224.46605158519	0.47831997732597	7.30118969618969	0.146803225345629	22.2341151471468	267	19
"cyclic amp-dependent protein kinases/metabolism"	"MESH"	0.0085227272727272	3	785.320858856337	0.445503150295804	4.76898656898657	0.0523453992793765	4.81981088445832	376	3
"cyclic amp/metabolism"	"MESH"	0.0113636363636363	4	460.489987515388	0.407803446423029	3.51457749766573	0.0151783305026904	-29.0577824044937	602	13
"cyclin b1/metabolism"	"MESH"	0.002840909090909	1	9110.79569433515	0.473390401849018	7.66732238349885	0.411314899763496	22.3635950814029	265	22
"cyclin d1/genetics"	"MESH"	0.002840909090909	1	16776.605008671	0.445733879851201	6.26861053600183	0.312495039761274	5.61153481645615	370	14
"cyclins/metabolism"	"MESH"	0.0056818181818181	2	954.388807724376	0.460429149936701	7.38238181237407	0.132222107585594	15.7848787909265	332	22
"cyclohexylamines/pharmacology"	"MESH"	0.0056818181818181	2	5339.09511294766	0.442125653727301	10.3456610439369	0.48366494182632	-107.233534534102	918	10
"cysteine/metabolism"	"MESH"	0.002840909090909	1	4480.85009684714	0.465727209342464	5.20948275862069	0.166482476468627	72.8965639891799	76	2
"cystine/antagonists & inhibitors"	"MESH"	0.002840909090909	1	22534.870203127	0.466730750975195	8.01858151011074	0.532217742575515	54.3942686561583	118	17
"cytarabine/pharmacology"	"MESH"	0.002840909090909	1	1448.35707790546	0.424507866808409	4.15044858523119	0.0633323280582848	-21.6760048410581	559	19
"cytochalasin d/pharmacology"	"MESH"	0.002840909090909	1	3311.54730259901	0.443583106910532	5.44007936507936	0.160265313248996	-51.824789060749	719	20
"cytochromes c/metabolism"	"MESH"	0.002840909090909	1	3273.32230591203	0.44750584477569	4.88888888888889	0.138747797654005	122.309830501965	6	3
"cytokines/blood"	"MESH"	0.0056818181818181	2	1327.9685596334	0.459451605435255	9.4416377881851	0.214484690719195	33.1716191428618	216	26
"cytokines/genetics"	"MESH"	0.0113636363636363	4	578.938016261389	0.452344221981892	3.11736906368485	0.0159203822161553	-7.39715526416215	458	2
"cytokines/immunology"	"MESH"	0.0056818181818181	2	942.098827007838	0.471721791216808	5.79407675657676	0.0821653624545642	26.963073337826	231	22
"cytokines/metabolism"	"MESH"	0.0568181818181818	20	3385.36302997867	0.481705183971723	5.19164085654011	0.148575022618689	41.8649159346588	161	25
"cytokines/pharmacology"	"MESH"	0.002840909090909	1	144701.324298953	0.470938313568857	10.3497664171577	0.844238583514547	-4.42779785582616	446	20
"cytoskeletal proteins/metabolism"	"MESH"	0.0085227272727272	3	645.185502202355	0.441100355473046	2.87636946386946	0.0161118474309932	-39.3393713306975	669	19
"cytoskeleton/metabolism"	"MESH"	0.0085227272727272	3	965.715403078309	0.459294566027955	5.38261183261183	0.0722210758559388	-22.0425473284635	560	29
"cytotoxicity immunologic"	"MESH"	0.0085227272727272	3	1787.15828842813	0.457342472234168	8.8479908979909	0.262662497420676	-15.642166773747	500	12
"cytotoxicity immunologic/drug effects"	"MESH"	0.0113636363636363	4	1851.92141198425	0.476639127454225	6.29275528393176	0.156521325058332	105.154617481884	32	20
"cytotoxins/genetics"	"MESH"	0.002840909090909	1	419.098423527255	0.389642612070493	1.65725806451613	0.00359815717210838	-80.340313051334	800	9
"daptomycin/pharmacology"	"MESH"	0.002840909090909	1	145912.388102779	0.437885843692377	9.41116287094547	0.766407477659085	-98.4610430011022	879	7
"DDX53"	"GENE"	0.002840909090909	1	4302.72578374772	0.455369334896821	5.44001039809863	0.175796812749004	-83.2020466835045	808	6
"dendritic cells/cytology"	"MESH"	0.002840909090909	1	3949.13517102686	0.428287528287315	4.27286324786324	0.11474817860034	-87.0596689164141	837	11
"dendritic cells/drug effects"	"MESH"	0.0056818181818181	2	740.555076827397	0.459072672942198	4.80789950789951	0.0507214171203632	-27.5760039982581	593	16
"dendritic cells/immunology"	"MESH"	0.002840909090909	1	2857579.24074974	0.443972334183595	16.4194444444444	0.989043824701195	-58.7854246509992	732	12
"dextrans/chemistry"	"MESH"	0.002840909090909	1	5442.90874016989	0.409447548534323	4.63368910782703	0.158809979206679	-98.0233610253487	875	9
"DIABLO"	"GENE"	0.002840909090909	1	4960.37088339273	0.461270545833922	7.42730179028133	0.349095649275408	86.9240676923295	44	26
"dichloroacetic acid/chemistry"	"MESH"	0.037037037037037	1	5668.44846978359	0.421703139513249	5.68018018018018	0.211701996793702	19.7334877902017	309	13
"diet"	"MESH"	0.037037037037037	1	575322.149274181	0.396777356913399	13.037037037037	0.932425675782924	-84.285042113008	825	24
"diglycerides/metabolism"	"MESH"	0.002840909090909	1	3177.4497440414	0.38520283800525	4.26972693032015	0.100980539991429	-152.055369076884	978	21
"dinitrofluorobenzene/pharmacology"	"MESH"	0.002840909090909	1	190192.580993985	0.419615714647273	8.96437908496731	0.744946508785575	-36.2336468610181	645	22
"disease progression"	"MESH"	0.0056818181818181	2	494.877652336031	0.431954362079506	4.51076719576719	0.0306661799019063	-19.9698020094263	541	21
"diterpenes/isolation & purification"	"MESH"	0.002840909090909	1	30062.1313310533	0.424234997663984	7.02562111801242	0.429171759178426	-7.83151242442347	462	5
"diterpenes/pharmacology"	"MESH"	0.0056818181818181	2	912.801954450773	0.475648763275142	5.86957389016213	0.0829351915048967	-29.5406673573144	606	6
"dna"	"MESH"	0.037037037037037	1	1799407.16769624	0.396777356913399	13.037037037037	0.955639593022333	-84.2850189915765	818	24
"dna bacterial/blood"	"MESH"	0.002840909090909	1	63223.074926345	0.420750581648903	8.63980179028132	0.660430985222457	-37.9420910452931	657	26
"dna damage"	"MESH"	0.0056818181818181	2	802.919100301175	0.456610284344211	6.74278309409888	0.0898815098173045	-18.3794943135845	529	3
"dna fragmentation/drug effects"	"MESH"	0.0056818181818181	2	742.822038732884	0.457066311660799	3.96040574922154	0.0303328518594943	58.4368701295158	105	3
"dna-binding proteins/genetics"	"MESH"	0.0056818181818181	2	670.52080096125	0.462309647306227	6.41017126148705	0.0716556086411327	-42.848384813886	675	30
"dna/metabolism"	"MESH"	0.002840909090909	1	3248.44354584956	0.443583106910532	5.44007936507936	0.157416152124569	-51.8247918985589	720	20
"docetaxel"	"MESH"	0.0056818181818181	2	1725.8942501493	0.463227523501549	11.6901671999498	0.304709449056364	-15.8364074618353	501	12
"docosahexaenoic acids/pharmacology"	"MESH"	0.002840909090909	1	1424.84413764117	0.453630797360404	3.99745989304813	0.0523801209504611	-0.774528404595911	391	6
"dose-response relationship drug"	"MESH"	0.0426136363636363	15	3644.73505840473	0.502325740094971	6.65752730107915	0.234218504468183	-15.9635891674359	504	20
"doxorubicin/administration & dosage"	"MESH"	0.002840909090909	1	1801.3422209635	0.412652864211568	2.83189033189033	0.0360906969730639	-145.776356723753	971	6
"doxorubicin/pharmacology"	"MESH"	0.002840909090909	1	28152.6622613412	0.403969960938454	7.52037037037036	0.519733813748988	-32.3363299342137	627	29
"drug combinations"	"MESH"	0.0111111111111111	1	49985.8452774335	0.410602508353171	8.29487734487734	0.621353232488373	40.5765383412364	168	2
"drug hypersensitivity/drug therapy"	"MESH"	0.002840909090909	1	109155.643641502	0.419615714647273	8.96437908496731	0.715655307058618	-36.2336760355218	646	22
"drug interactions"	"MESH"	0.037037037037037	1	6539.25673516884	0.371977078354644	4.39684684684684	0.149729766194187	-25.7162347668404	586	19
"drug resistance neoplasm"	"MESH"	0.0170454545454545	6	2456.56985917276	0.484554107124489	8.30621610190576	0.291693782638371	16.4495420267354	329	25
"drug resistance neoplasm/drug effects"	"MESH"	0.0227272727272727	8	3236.51406506048	0.479650208765331	6.10516844266844	0.190746972270281	-93.5091441974198	851	19
"drug synergism"	"MESH"	0.0170454545454545	6	3006.43035657598	0.489989403768236	9.25529552147201	0.342911223631371	61.0698718967963	101	2
"drugs chinese herbal/pharmacology"	"MESH"	0.002840909090909	1	56.860200198564	0.4719831713775	1.70364674162628	0.000981135220075872	75.0034657394885	73	2
"ear/pathology"	"MESH"	0.002840909090909	1	83289.1492824173	0.419615714647273	8.96437908496731	0.704572149648418	-36.2336870745232	648	22
"echinococcosis"	"MESH"	0.002840909090909	1	12640.4867321548	0.464707469500164	7.30993484350262	0.394636593069951	-3.76954876609963	436	25
"eif-2 kinase/genetics"	"MESH"	0.0056818181818181	2	0	0.433433408344323	8.91868686868687	0.0109581593942953	-39.4083478962873	670	12
"EIF2S1"	"GENE"	0.0056818181818181	2	1163.25721710625	0.464475188989391	4.27479275110854	0.0564296598466691	-19.2500289052977	534	2
"electron transport chain complex proteins/metabolism"	"MESH"	0.002840909090909	1	10538.7079868521	0.458664220902608	9.17619047619047	0.495217337820035	13.8647222780667	339	3
"endocytosis"	"MESH"	0.0142045454545454	5	408.104830297211	0.397639003913227	3.04685993830731	0.00986492277900351	-124.108948358377	953	13
"endometrial neoplasms/genetics"	"MESH"	0.002840909090909	1	50417.9547873279	0.435598637297069	8.1164802101873	0.612986301804733	36.5394018185135	197	25
"endoplasmic reticulum/drug effects"	"MESH"	0.037037037037037	1	3408.56332561877	0.413496030183798	4.13452380952381	0.101968619545721	-32.0546247238719	619	7
"endosomes/metabolism"	"MESH"	0.0056818181818181	2	233.368240896909	0.401835014974041	2.39362656313876	0.00420628243996127	-76.7371456479617	784	13
"endothelial cells/immunology"	"MESH"	0.002840909090909	1	5133.35955152118	0.40673240430607	5.37609427609427	0.180711417279091	40.4361696089631	176	12
"endothelial cells/metabolism"	"MESH"	0.0113636363636363	4	1556.11201850422	0.448275318001728	7.36303700445492	0.185655783241536	-87.80341773099	839	10
"endotoxins/metabolism"	"MESH"	0.0113636363636363	4	87.1462309146841	0.387882703227054	0.853988525234655	0.00022221869494135	-134.356566682294	962	10
"energy metabolism/drug effects"	"MESH"	0.0056818181818181	2	1268.22087801074	0.445368773251558	9.23119047619048	0.204681274900398	8.26064591292602	353	3
"enhancer of zeste homolog 2 protein/metabolism"	"MESH"	0.002840909090909	1	59588.1554234679	0.460831409836116	10.2844196723992	0.765480905064999	-0.857693104062346	405	30
"enterotoxins/metabolism"	"MESH"	0.034090909090909	12	495.258194213326	0.418311144763158	1.97852078477078	0.0064463262487897	-139.708563639586	965	10
"enzyme inhibitors/chemistry"	"MESH"	0.002840909090909	1	4132.00739392656	0.403968806869403	3.34381914381914	0.0679820558403835	119.542426337862	9	2
"epigenesis genetic"	"MESH"	0.0056818181818181	2	528.977543138854	0.456095609537469	6.50540890269151	0.0588145426263075	10.1812481102082	346	30
"epithelial cells/drug effects"	"MESH"	0.0142045454545454	5	1235.49184144561	0.429125210243332	4.10480803349656	0.050028967794162	-91.1539833615996	848	3
"epithelial-mesenchymal transition"	"MESH"	0.002840909090909	1	79061.8321252528	0.464717676704658	9.57632275132274	0.764633696290535	78.798450026071	58	14
"epithelial-mesenchymal transition/drug effects"	"MESH"	0.0056818181818181	2	725.308669847701	0.448146274557382	8.96120448179272	0.128529705877684	-31.3897754914059	614	1
"epoxy compounds/pharmacology"	"MESH"	0.002840909090909	1	3150.93076878421	0.455369334896821	5.44001039809863	0.150582927255123	-83.2020717969363	810	6
"ERN1"	"GENE"	0.0056818181818181	2	635.276250321709	0.432243354736321	2.23973012281836	0.0106456643545341	-98.7583796462379	887	13
"escherichia coli infections/immunology"	"MESH"	0.0056818181818181	2	131.056869907391	0.41565717520407	1.97503302253302	0.00211107760194283	-166.522566207204	991	10
"escherichia coli infections/metabolism"	"MESH"	0.0170454545454545	6	63.8763896448428	0.379046382907085	0.856066264889793	0.000214282312979159	-189.465901367632	997	8
"escherichia coli proteins/metabolism"	"MESH"	0.0170454545454545	6	408.550863973276	0.417819807783127	2.07836362983422	0.00573899620640942	-85.6140827168782	829	10
