CommunityID	pathway	ORA.P.Value	ORA.Adj.P.Value	Community.Pathway.Overlap	CommunityMeanQScore	CommunitySize	CommunityGenes
346	Post-translational protein modification	1.40577298602996e-19	5.71118705124437e-18	NEDD8_WSB1_ASB1_RNF7_ASB6_ANKRD9_ASB16_ASB5_SOCS5_SPSB4_DCUN1D3_ASB8_FBXL13_ASB7_SPSB1_ZBTB16_SENP8_ASB13_NAE1_UBA3_ASB12_TULP4_CUL5_ASB18_ASB10_ASB15_WSB2_ASB11_ASB14_KLHL5_SPSB2_ASB2_SPSB3_UBE2F	2.24041400215248e-05	38	NEDD8_KHNYN_WSB1_ASB1_RNF7_ASB6_ANKRD9_ASB16_ASB5_SOCS5_OR4S2_SPSB4_DCUN1D3_ASB8_FBXL13_PAWR_ASB7_SPSB1_ZBTB16_SENP8_ASB13_NAE1_UBA3_ASB12_TULP4_CUL5_SOCS4_ASB18_ASB10_ASB15_WSB2_ASB11_ASB14_KLHL5_SPSB2_ASB2_SPSB3_UBE2F
140	HDACs deacetylate histones	1.54809875055515e-19	6.15490242503659e-18	BRMS1_ARID4B_MTA2_SAP30_SAP30L_REST_MTA1_ARID4A_CHD4_GATAD2A_GATAD2B_RBBP4_HDAC1_RBBP7_CHD3_MTA3_MBD3_HDAC2_SUDS3_SAP18	1.08305338404827e-05	93	C22orf31_FKBP3_BRMS1_CSNK2A1_PRDM4_ANCR_WDR77_CCDC59_MBD2_CDK2AP1_CHD5_WIZ_ARID4B_MXD1_MTA2_MIDEAS_GATAD1_ACSM3_CTBP1_SAP30_SAP30L_COPRS_ING2_REST_PRMT5_PHF23_ZBTB2_ZFPM1_TGIF1_DNMT3B_PHF6_PHF12_ZNF704_MTA1_TTF1_ZNF644_BCL11A_BEND7_ARID4A_TAT_CHD4_CAVIN1_GATAD2A_ZNF219_ZNF521_GATAD2B_DNTTIP1_RBBP4_HDAC1_EHMT2_ING1_TCF19_GATA1_ZNF827_SIN3B_RBBP7_CHD3_MBD3L2_CBX1_SIN3A_PHF20L1_ZNFX1_KDM5A_MTA3_USP17L12_ZNF512B_MECP2_USP17L11_MXD3_USP17L10_MBD3_USP17L13_SKIL_USP17L21_USP17L17_USP17L22_USP17L18_USP17L19_USP17L5_USP17L20_HDAC2_EMSY_SUDS3_ZNF423_SAP30BP_BAHCC1_MBD3L1_USP17L15_SAP18_USP17L4_USP17L8_USP17L3_USP17L1
20	Generic Transcription Pathway_AND_RNA Polymerase II Transcription	1.55539050452188e-19	6.15490242503659e-18	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_NR1D1_NR1H2_RARA_NR0B2_CREBBP_EP300_HDAC4_THRA_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_PPARD_HNF4A_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_ESR2_NR4A2_RXRG_ESRRG_NR5A2_NR1I3_CITED4_TFAP2E_HDAC8_RXRB_RORB_POU4F1_TFAP2A_GPS2_JMY_THRB_DEK_NCOR2_KCTD1_ESRRA_PPARA_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_RXRA_NR4A1_CITED2_NR1H4_NR1H3	7.29354404657717e-05	93	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_PDIA2_MID1_USF2_CAV2_NMI_NR1D1_FOXA1_NR1H2_RARA_NR0B2_ROR1_CREBBP_AJUBA_EP300_ZNF106_HDAC4_THRA_LYL1_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_KMT5B_PPARD_TRIM59_HNF4A_ETV4_DDX54_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_SRA1_ESR2_NR4A2_PTGES2_RXRG_ESRRG_NR5A2_NR1I3_USF1_ZNF217_NCOA3_CITED4_TFAP2E_HDAC8_RXRB_ABCA1_MKX_RORB_POU4F1_TFAP2A_GPS2_GREB1_PAX3_NCOA7_JMY_THRB_DEK_GRIP1_NRIP1_NCOR2_KCTD1_ESRRA_NCOA1_PPARA_KDM3A_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_SESTD1_RXRA_ADAMTS12_FAM120B_NR4A1_CITED2_NR1H4_CALCOCO1_CHD9_NR1H3_CRABP2
26	Sealing of the nuclear envelope (NE) by ESCRT-III	1.68797465852755e-19	6.5939215186326e-18	TUBB1_TUBA4A_TUBB2B_TUBB4A_TUBA1A_TUBA1C_TUBA3E_TUBB6_TUBB3_TUBA8_TUBA1B_TUBB4B_TUBAL3_TUBB8	2.12997810718413e-05	85	PPP5C_VASH1_PDRG1_TUBB1_TBCB_CDC37_GAPDHS_MKKS_TUBA4A_CCDC117_DCLK1_CCT7_CYP27A1_KIF13A_TUBB2B_PFDN1_EHD2_KIF1B_TUBB4A_PDCL3_TXNDC9_CCT6A_CCT5_HSPB8_VBP1_CCT8_AIFM1_CCT3_TSC1_TCP11L2_CCT2_TUBA1A_TUBA1C_TBCA_TCP1_TUBA3E_TUBB6_TUBB3_EML4_ISG20L2_PSMG2_CCT6B_SPATA8_PSMG1_TUBA8_EML1_TCP11L1_TUBA1B_DCX_TUBB_TUBB4B_STMN4_TBCD_FBXL3_EML6_C17orf102_STIP1_CCT8L2_PFDN2_BAG3_FBXW4_PFDN4_TBCC_PSAT1_FBXO6_TUBAL3_CAMSAP1_BBS10_KIF7_CCT4_PNPLA1_PFDN6_PSMG4_KIF5C_VKORC1L1_STMN1_CAMSAP3_VASH2_BBS12_KIF1A_TBCE_PFDN5_TUBB8_GTF2I_EML2
140	RNA Polymerase I Promoter Clearance	1.75992561515785e-19	6.78796626504553e-18	MBD2_MTA2_MTA1_TTF1_CHD4_GATAD2A_GATAD2B_RBBP4_HDAC1_EHMT2_RBBP7_CHD3_MTA3_MBD3_HDAC2	1.08305338404827e-05	93	C22orf31_FKBP3_BRMS1_CSNK2A1_PRDM4_ANCR_WDR77_CCDC59_MBD2_CDK2AP1_CHD5_WIZ_ARID4B_MXD1_MTA2_MIDEAS_GATAD1_ACSM3_CTBP1_SAP30_SAP30L_COPRS_ING2_REST_PRMT5_PHF23_ZBTB2_ZFPM1_TGIF1_DNMT3B_PHF6_PHF12_ZNF704_MTA1_TTF1_ZNF644_BCL11A_BEND7_ARID4A_TAT_CHD4_CAVIN1_GATAD2A_ZNF219_ZNF521_GATAD2B_DNTTIP1_RBBP4_HDAC1_EHMT2_ING1_TCF19_GATA1_ZNF827_SIN3B_RBBP7_CHD3_MBD3L2_CBX1_SIN3A_PHF20L1_ZNFX1_KDM5A_MTA3_USP17L12_ZNF512B_MECP2_USP17L11_MXD3_USP17L10_MBD3_USP17L13_SKIL_USP17L21_USP17L17_USP17L22_USP17L18_USP17L19_USP17L5_USP17L20_HDAC2_EMSY_SUDS3_ZNF423_SAP30BP_BAHCC1_MBD3L1_USP17L15_SAP18_USP17L4_USP17L8_USP17L3_USP17L1
7	Class I MHC mediated antigen processing & presentation	2.29168917289285e-19	8.67025742387149e-18	STUB1_UBE2D4_TRIM21_UBE2K_UBE2R2_LNX1_CBLB_HERC5_UBE2B_UBE2Q2_RPS27A_UBE2L6_UBR1_UBE2Q1_RNF25_UBB_UBE2N_UBE2O_RLIM_UBA7_ZNRF1_UBE2G2_UBA1_UBE2V1_RNF41_UBA5_MYLIP_UBE2D3_UBE2Z_UBE2U_UBE2A_UBR2_UBE2D1_UBE2E2_UBE2G1_UBE2D2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NEDD4_UBE2V2_UBC_UBE2J1	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
164	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	2.30486003063207e-19	8.67025742387149e-18	MYBL2_RBL2_LIN37_LIN9_LIN54_E2F1_TFDP1_E2F4_E2F5_TFDP2_LIN52	0.000110361134180104	24	MYBL2_SPI1_GSC_RBL2_E2F3_RB1_LIN37_ONECUT1_PTGDR_TFE3_LIN9_LIN54_FOXM1_E2F1_DNMT1_E2F2_ETV3_PRB1_TFDP1_E2F4_E2F5_TFDP2_MYBL1_LIN52
75	Cellular Senescence	2.41904101676342e-19	8.98880241229042e-18	PHC2_ANAPC5_EED_UBE2S_CBX8_CBX4_UBE2E1_CBX2_ANAPC2_SUZ12_SCMH1_ANAPC1_UBE2C_ANAPC11_CDC16_CDC26_RING1_BMI1_CDC23_CBX6_ANAPC7_EHMT1_PHC3_ANAPC4_CDC27_ANAPC15_PHC1_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
140	RNA Polymerase I Transcription Initiation	2.75371552136255e-19	1.010912191999e-17	MTA2_MTA1_TTF1_CHD4_GATAD2A_GATAD2B_RBBP4_HDAC1_EHMT2_RBBP7_CHD3_MTA3_MBD3_HDAC2	1.08305338404827e-05	93	C22orf31_FKBP3_BRMS1_CSNK2A1_PRDM4_ANCR_WDR77_CCDC59_MBD2_CDK2AP1_CHD5_WIZ_ARID4B_MXD1_MTA2_MIDEAS_GATAD1_ACSM3_CTBP1_SAP30_SAP30L_COPRS_ING2_REST_PRMT5_PHF23_ZBTB2_ZFPM1_TGIF1_DNMT3B_PHF6_PHF12_ZNF704_MTA1_TTF1_ZNF644_BCL11A_BEND7_ARID4A_TAT_CHD4_CAVIN1_GATAD2A_ZNF219_ZNF521_GATAD2B_DNTTIP1_RBBP4_HDAC1_EHMT2_ING1_TCF19_GATA1_ZNF827_SIN3B_RBBP7_CHD3_MBD3L2_CBX1_SIN3A_PHF20L1_ZNFX1_KDM5A_MTA3_USP17L12_ZNF512B_MECP2_USP17L11_MXD3_USP17L10_MBD3_USP17L13_SKIL_USP17L21_USP17L17_USP17L22_USP17L18_USP17L19_USP17L5_USP17L20_HDAC2_EMSY_SUDS3_ZNF423_SAP30BP_BAHCC1_MBD3L1_USP17L15_SAP18_USP17L4_USP17L8_USP17L3_USP17L1
75	M Phase	5.83016017078873e-19	2.11482119528491e-17	FBXO5_ESPL1_ANAPC5_UBE2S_BUB1B_MAD2L1_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_NEK2_BUB3_CDC20_CDC26_CSNK2B_PTTG1_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
87	Cyclin D associated events in G1_AND_G1 Phase	7.82077038705228e-19	2.8035161610998e-17	CCND1_CDK4_CCND2_CCNE1_CDKN2C_CDK6_CDK2_SKP2_CDKN2B_CKS1B_CCND3_CDKN2D_CDKN1A_CDKN1C_CDKN2A_CCNE2	0.000135115033435454	54	CDK13_CCND1_CCNI_CCNA1_CCNB1_CDK4_USP37_CDK17_CCND2_CCNT1_MYT1_CCNE1_CDKN2C_CCNT2_CDK6_CDK2_CCN1_SKP2_CDK16_CDKN2B_CCNO_CCNB2_HEXIM2_CDC25A_CKS1B_CCNG2_TRIM49_CDKN3_SPDYA_CCNG1_BCCIP_CCND3_CDK9_CCNY_CKS2_CCNB3_CDK14_CCNK_CDKN2D_CCNJL_CDK1_CCNF_CDKN1A_CNPPD1_SSB_HNRNPLL_CCNP_CDK12_TEN1-CDK3_CDKN1C_CDKN2A_CCNE2_CCNJ_CCNI2
75	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	1.22477790369975e-18	4.33941659601528e-17	ANAPC5_UBE2S_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_CDC20_CDC26_PTTG1_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
20	Metabolism of lipids	1.37464580071015e-18	4.81442040777452e-17	TBL1X_NR1D1_NR1H2_CREBBP_EP300_PPARGC1A_NCOR1_HDAC3_PPARD_CARM1_PTGES2_NCOA3_RXRB_ABCA1_GPS2_NCOR2_ESRRA_NCOA1_PPARA_TBL1XR1_RXRA_FAM120B_NR1H4_CHD9_NR1H3	7.29354404657717e-05	93	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_PDIA2_MID1_USF2_CAV2_NMI_NR1D1_FOXA1_NR1H2_RARA_NR0B2_ROR1_CREBBP_AJUBA_EP300_ZNF106_HDAC4_THRA_LYL1_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_KMT5B_PPARD_TRIM59_HNF4A_ETV4_DDX54_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_SRA1_ESR2_NR4A2_PTGES2_RXRG_ESRRG_NR5A2_NR1I3_USF1_ZNF217_NCOA3_CITED4_TFAP2E_HDAC8_RXRB_ABCA1_MKX_RORB_POU4F1_TFAP2A_GPS2_GREB1_PAX3_NCOA7_JMY_THRB_DEK_GRIP1_NRIP1_NCOR2_KCTD1_ESRRA_NCOA1_PPARA_KDM3A_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_SESTD1_RXRA_ADAMTS12_FAM120B_NR4A1_CITED2_NR1H4_CALCOCO1_CHD9_NR1H3_CRABP2
75	Aberrant regulation of mitotic exit in cancer due to RB1 defects	1.52196518824962e-18	5.20022968716409e-17	ANAPC5_UBE2S_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_CDC26_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
75	Phosphorylation of the APC/C	1.52196518824962e-18	5.20022968716409e-17	ANAPC5_UBE2S_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_CDC26_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
69	RMTs methylate histone arginines	1.53600483047183e-18	5.20022968716409e-17	ACTL6B_SMARCC1_SMARCD3_SMARCB1_SMARCA2_SMARCC2_ARID1A_SMARCE1_ARID2_ARID1B_PBRM1_SMARCD1_SMARCD2_SMARCA4	0.000813566697601594	48	ACTL6B_SETD6_NR3C1_IRF1_SMARCC1_SMARCD3_SMARCB1_ATF2_SMARCA2_SMARCC2_JDP2_NCR1_CHAF1A_ARID1A_SMARCE1_YLPM1_BRWD1_SS18L1_ARID2_ZNF14_PHF10_BAZ1B_ARID1B_HMGB1_DPF1_IRF5_NF1_IRF6_BCL7C_IRF4_GTF3A_IRF2_BRD7_PBRM1_SMARCD1_IRF7_RELA_SMARCD2_SMARCA4_TOP2B_BCL7B_SS18_BRD9_DPF2_BCL7A_VDR_IRF3_DPF3
75	Mitotic Metaphase and Anaphase	2.52146444375082e-18	8.44274962649314e-17	FBXO5_ESPL1_ANAPC5_UBE2S_BUB1B_MAD2L1_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_BUB3_CDC20_CDC26_PTTG1_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
51	Dual Incision in GG-NER	3.076447286229e-18	1.01890596534128e-16	RFC2_POLE2_RPA3_POLK_PARP2_RPA1_POLD3_POLD4_POLE_PARP1_CHD1L_RPA2_PCNA_RFC3_RFC1_RFC4_POLD1_RFC5_POLD2	1.48909973865085e-05	85	RFC2_DMC1_POLE2_CHRAC1_RPA3_POLK_MAD2L2_HELB_PARP2_RPA1_MACROD1_REV1_HUS1_BACH1_TOPBP1_TIPIN_CHTF18_LIG1_POLD3_ZRANB3_NBN_POLA2_MDP1_ETAA1_UHRF2_CEP164_SPRTN_WRN_FEN1_DONSON_RAD9A_POLD4_CLSPN_ATAD5_PRIMPOL_RCHY1_DSCC1_POLE_ATRIP_MRE11_PIF1_TOP1MT_PURA_RAD54B_ATR_CDAN1_ZBTB14_SMARCAL1_PRIM1_DNA2_RAD52_REV3L_RFWD3_EXO1_PARP1_CHD1L_RAD54L_POLH_RPA4_RPA2_RAD50_POLA1_PCNA_FBH1_RFC3_HUS1B_RFC1_RAD1_RAD51_RFC4_RAD9B_PURB_RBBP8_PARG_RPAIN_CHEK1_POLD1_RFC5_CHTF8_RAD17_POLG2_TIMELESS_RHNO1_POLD2_PRIM2
346	Class I MHC mediated antigen processing & presentation	3.19177569229347e-18	1.04573554133529e-16	WSB1_ASB1_RNF7_ASB6_ASB16_ASB5_SPSB4_ASB8_FBXL13_ASB7_SPSB1_ZBTB16_ASB13_UBA3_ASB12_CUL5_ASB18_ASB10_ASB15_ASB11_ASB14_KLHL5_SPSB2_ASB2_UBE2F	2.24041400215248e-05	38	NEDD8_KHNYN_WSB1_ASB1_RNF7_ASB6_ANKRD9_ASB16_ASB5_SOCS5_OR4S2_SPSB4_DCUN1D3_ASB8_FBXL13_PAWR_ASB7_SPSB1_ZBTB16_SENP8_ASB13_NAE1_UBA3_ASB12_TULP4_CUL5_SOCS4_ASB18_ASB10_ASB15_WSB2_ASB11_ASB14_KLHL5_SPSB2_ASB2_SPSB3_UBE2F
51	Termination of translesion DNA synthesis	3.48809863353628e-18	1.13066346131756e-16	RFC2_POLE2_RPA3_POLK_RPA1_REV1_POLD3_POLD4_POLE_POLH_RPA2_PCNA_RFC3_RFC1_RFC4_POLD1_RFC5_POLD2	1.48909973865085e-05	85	RFC2_DMC1_POLE2_CHRAC1_RPA3_POLK_MAD2L2_HELB_PARP2_RPA1_MACROD1_REV1_HUS1_BACH1_TOPBP1_TIPIN_CHTF18_LIG1_POLD3_ZRANB3_NBN_POLA2_MDP1_ETAA1_UHRF2_CEP164_SPRTN_WRN_FEN1_DONSON_RAD9A_POLD4_CLSPN_ATAD5_PRIMPOL_RCHY1_DSCC1_POLE_ATRIP_MRE11_PIF1_TOP1MT_PURA_RAD54B_ATR_CDAN1_ZBTB14_SMARCAL1_PRIM1_DNA2_RAD52_REV3L_RFWD3_EXO1_PARP1_CHD1L_RAD54L_POLH_RPA4_RPA2_RAD50_POLA1_PCNA_FBH1_RFC3_HUS1B_RFC1_RAD1_RAD51_RFC4_RAD9B_PURB_RBBP8_PARG_RPAIN_CHEK1_POLD1_RFC5_CHTF8_RAD17_POLG2_TIMELESS_RHNO1_POLD2_PRIM2
140	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	3.97046311247926e-18	1.27347380039203e-16	MTA2_MTA1_TTF1_CHD4_GATAD2A_GATAD2B_RBBP4_HDAC1_EHMT2_RBBP7_CHD3_MTA3_MBD3_HDAC2	1.08305338404827e-05	93	C22orf31_FKBP3_BRMS1_CSNK2A1_PRDM4_ANCR_WDR77_CCDC59_MBD2_CDK2AP1_CHD5_WIZ_ARID4B_MXD1_MTA2_MIDEAS_GATAD1_ACSM3_CTBP1_SAP30_SAP30L_COPRS_ING2_REST_PRMT5_PHF23_ZBTB2_ZFPM1_TGIF1_DNMT3B_PHF6_PHF12_ZNF704_MTA1_TTF1_ZNF644_BCL11A_BEND7_ARID4A_TAT_CHD4_CAVIN1_GATAD2A_ZNF219_ZNF521_GATAD2B_DNTTIP1_RBBP4_HDAC1_EHMT2_ING1_TCF19_GATA1_ZNF827_SIN3B_RBBP7_CHD3_MBD3L2_CBX1_SIN3A_PHF20L1_ZNFX1_KDM5A_MTA3_USP17L12_ZNF512B_MECP2_USP17L11_MXD3_USP17L10_MBD3_USP17L13_SKIL_USP17L21_USP17L17_USP17L22_USP17L18_USP17L19_USP17L5_USP17L20_HDAC2_EMSY_SUDS3_ZNF423_SAP30BP_BAHCC1_MBD3L1_USP17L15_SAP18_USP17L4_USP17L8_USP17L3_USP17L1
