kw1	kw2	inv_edge_weight	edge_weight	R1C1	iteration	crit_p	pg
dose-response relationship drug	antigens differentiation myelomonocytic/metabolism	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	cell communication/drug effects	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	tumor necrosis factor alpha-induced protein 3/metabolism	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	endometrial neoplasms/genetics	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	antigens cd/metabolism	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	estradiol/pharmacology	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	estrogen receptor alpha/genetics	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	hek293 cells	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	CD163	0.5011717509037003	0.0869183494293239	1	1	0.0041447975536073	0.0026163058647299
dose-response relationship drug	ESR1	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	TNFAIP3	0.5011717509037003	0.0441176470588235	1	1	0.0004059890096335	0.0002169579889628
dose-response relationship drug	phenotype	0.5839154963972442	0.0749756572541382	1	2	0.0060345580632801	0.0038816523713562
dose-response relationship drug	CCK	0.5839154963972442	0.1110155667117692	1	2	0.0067403472022652	0.0043931949900174
folic acid antagonists/pharmacology	jurkat cells	0.491090027111315	0.074074074074074	1	0	0.0028666732591499	0.0012969225227602
folic acid antagonists/pharmacology	methotrexate/pharmacology	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
folic acid antagonists/pharmacology	oxidative stress	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
folic acid antagonists/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
folic acid antagonists/pharmacology	piperazines/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
folic acid antagonists/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
folic acid antagonists/pharmacology	vitamin e/pharmacology	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
folic acid antagonists/pharmacology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.0071792222967029	0.0047751294388702
folic acid antagonists/pharmacology	antineoplastic agents/pharmacology	0.5839154963972442	0.0886075949367088	1	2	0.0086565539193184	0.0057503256328302
jurkat cells	ATG5	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	autophagy-related proteins/genetics	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	cell cycle/drug effects	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	flavonolignans/pharmacology	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	glutathione peroxidase/metabolism	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	methotrexate/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0028666732591499	0.0012969225227602
jurkat cells	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.491090027111315	0.074074074074074	1	0	0.0028666732591499	0.0012969225227602
jurkat cells	precursor cell lymphoblastic leukemia-lymphoma/metabolism	0.491090027111315	0.074074074074074	1	0	0.000411242646894	0.0001347174188101
jurkat cells	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.074074074074074	1	0	0.0028666732591499	0.0012969225227602
jurkat cells	vitamin e/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0028666732591499	0.0012969225227602
jurkat cells	GPX4	0.1868283063250888	0.0241439859525899	2	1	0.0023351713674179	0.0014150480324677
jurkat cells	reactive oxygen species/metabolism	0.1868283063250888	0.0092186128182616	2	1	6.207300557145242e-05	2.885827467058455e-05
jurkat cells	ROS1	0.5011717509037003	0.1150131694468832	1	1	0.0054180966889036	0.0035160552113981
jurkat cells	antineoplastic agents/pharmacology	0.1868283063250888	0.0092186128182616	2	1	0.0003441636472961	0.0001806054803238
jurkat cells	piperazines/pharmacology	0.5011717509037003	0.0583845478489903	1	1	5.628391872004912e-05	2.6111905922165946e-05
jurkat cells	oxidative stress	0.5011717509037003	0.0583845478489903	1	1	5.628391872004912e-05	2.6111905922165946e-05
methotrexate/pharmacology	oxidative stress	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
methotrexate/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
methotrexate/pharmacology	piperazines/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
methotrexate/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
methotrexate/pharmacology	vitamin e/pharmacology	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
methotrexate/pharmacology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.0071792222967029	0.0047751294388702
methotrexate/pharmacology	antineoplastic agents/pharmacology	0.5839154963972442	0.0886075949367088	1	2	0.0086565539193184	0.0057503256328302
oxidative stress	ascorbic acid/pharmacology	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	CALR	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	calreticulin/metabolism	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	CYREN	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	neoplasms/diagnostic imaging	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
oxidative stress	t-lymphocytes cytotoxic/metabolism	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
oxidative stress	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
oxidative stress	vitamin e/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
oxidative stress	piperazines/pharmacology	0.5011717509037003	0.0583845478489903	1	1	1.475144009361182e-05	6.2961706775999104e-06
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	piperazines/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	vitamin e/pharmacology	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.0071792222967029	0.0047751294388702
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	antineoplastic agents/pharmacology	0.5839154963972442	0.0886075949367088	1	2	0.0086565539193184	0.0057503256328302
piperazines/pharmacology	glutathione	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	iron/blood	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	kidney	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	liver/pathology	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	malondialdehyde/blood	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	phospholipid hydroperoxide glutathione peroxidase	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	spleen/pathology	0.491090027111315	0.074074074074074	1	0	3.69485614090969e-06	7.083931083951e-07
piperazines/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
piperazines/pharmacology	vitamin e/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0013092376221759	0.0005390447313372
tetrahydrofolate dehydrogenase/genetics	vitamin e/pharmacology	0.491090027111315	0.037037037037037	1	0	6.33368658790105e-05	1.90229000622821e-05
tetrahydrofolate dehydrogenase/genetics	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.0071792222967029	0.0047751294388702
tetrahydrofolate dehydrogenase/genetics	antineoplastic agents/pharmacology	0.5839154963972442	0.0886075949367088	1	2	0.0086565539193184	0.0057503256328302
vitamin e/pharmacology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.0071792222967029	0.0047751294388702
vitamin e/pharmacology	antineoplastic agents/pharmacology	0.5839154963972442	0.0886075949367088	1	2	0.0086565539193184	0.0057503256328302
bone marrow/drug effects	drug interactions	0.491090027111315	0.037037037037037	1	0	0.0	0.0
bone marrow/drug effects	ileum/drug effects	0.491090027111315	0.037037037037037	1	0	0.0	0.0
bone marrow/drug effects	necroptosis/drug effects	0.491090027111315	0.037037037037037	1	0	0.0	0.0
bone marrow/drug effects	radiation-protective agents/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
bone marrow/drug effects	small molecule libraries/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
drug interactions	ileum/drug effects	0.491090027111315	0.037037037037037	1	0	0.0	0.0
drug interactions	necroptosis/drug effects	0.491090027111315	0.037037037037037	1	0	0.0	0.0
drug interactions	radiation-protective agents/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
drug interactions	small molecule libraries/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
ileum/drug effects	necroptosis/drug effects	0.491090027111315	0.037037037037037	1	0	0.0	0.0
ileum/drug effects	radiation-protective agents/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
ileum/drug effects	small molecule libraries/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
necroptosis/drug effects	radiation-protective agents/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
necroptosis/drug effects	small molecule libraries/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
radiation-protective agents/pharmacology	small molecule libraries/pharmacology	0.491090027111315	0.037037037037037	1	0	0.0	0.0
ASAH2	colonic neoplasms/drug therapy	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	heme oxygenase-1/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	HMOX1	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	lymphocytes tumor-infiltrating/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	membrane proteins/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
ASAH2	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
ASAH2	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
ASAH2	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
ASAH2	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
ASAH2	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
colonic neoplasms/drug therapy	heme oxygenase-1/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	HMOX1	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	lymphocytes tumor-infiltrating/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	membrane proteins/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
colonic neoplasms/drug therapy	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
colonic neoplasms/drug therapy	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
colonic neoplasms/drug therapy	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
colonic neoplasms/drug therapy	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
colonic neoplasms/drug therapy	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
heme oxygenase-1/metabolism	HMOX1	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	lymphocytes tumor-infiltrating/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	membrane proteins/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
heme oxygenase-1/metabolism	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
heme oxygenase-1/metabolism	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
heme oxygenase-1/metabolism	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
heme oxygenase-1/metabolism	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
heme oxygenase-1/metabolism	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
HMOX1	lymphocytes tumor-infiltrating/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
HMOX1	membrane proteins/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
HMOX1	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
HMOX1	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
HMOX1	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
HMOX1	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
HMOX1	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
HMOX1	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
HMOX1	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
HMOX1	receptors transferrin/metabolism	0.5839154963972442	0.0253164556962025	1	2	4.14894115956003e-08	1.3949601695983917e-08
HMOX1	spiral ganglion/drug effects	0.5839154963972442	0.0253164556962025	1	2	4.14894115956003e-08	1.3949601695983917e-08
HMOX1	neurons/drug effects	0.5839154963972442	0.0749756572541382	1	2	0.001259206870341	0.0006980877093339
HMOX1	organometallic compounds/toxicity	0.5839154963972442	0.0253164556962025	1	2	4.14894115956003e-08	1.3949601695983917e-08
HMOX1	TFRC	0.5839154963972442	0.0503083414475819	1	2	0.0001843114152613	9.126480426147054e-05
HMOX1	NCOA4	0.5839154963972442	0.0503083414475819	1	2	0.0004231916405219	0.0002175396701804
lymphocytes tumor-infiltrating/immunology	membrane proteins/metabolism	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
lymphocytes tumor-infiltrating/immunology	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
lymphocytes tumor-infiltrating/immunology	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
lymphocytes tumor-infiltrating/immunology	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
lymphocytes tumor-infiltrating/immunology	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
lymphocytes tumor-infiltrating/immunology	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
lymphocytes tumor-infiltrating/immunology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
lymphocytes tumor-infiltrating/immunology	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
lymphocytes tumor-infiltrating/immunology	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
membrane proteins/metabolism	myeloid-derived suppressor cells/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
membrane proteins/metabolism	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
membrane proteins/metabolism	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
membrane proteins/metabolism	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
membrane proteins/metabolism	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
membrane proteins/metabolism	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
membrane proteins/metabolism	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
membrane proteins/metabolism	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
myeloid-derived suppressor cells/immunology	neutral ceramidase/antagonists &amp; inhibitors	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
myeloid-derived suppressor cells/immunology	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
myeloid-derived suppressor cells/immunology	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
myeloid-derived suppressor cells/immunology	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
myeloid-derived suppressor cells/immunology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
myeloid-derived suppressor cells/immunology	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
myeloid-derived suppressor cells/immunology	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
neutral ceramidase/antagonists &amp; inhibitors	t-lymphocytes/immunology	0.491090027111315	0.037037037037037	1	0	1.3318075285482e-06	2.48910234645905e-07
neutral ceramidase/antagonists &amp; inhibitors	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
neutral ceramidase/antagonists &amp; inhibitors	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
neutral ceramidase/antagonists &amp; inhibitors	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
neutral ceramidase/antagonists &amp; inhibitors	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
neutral ceramidase/antagonists &amp; inhibitors	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
t-lymphocytes/immunology	TP53	0.491090027111315	0.111111111111111	1	0	0.0047668807068041	0.0022568714518765
t-lymphocytes/immunology	tumor suppressor protein p53/metabolism	0.491090027111315	0.074074074074074	1	0	0.0007043559873365	0.0002443386631932
t-lymphocytes/immunology	reactive oxygen species/metabolism	0.5011717509037003	0.1029411764705882	1	1	0.003012680357705	0.0018579666779763
t-lymphocytes/immunology	antineoplastic agents/pharmacology	0.5011717509037003	0.1029411764705882	1	1	0.0074820939061317	0.0050078979304749
t-lymphocytes/immunology	tumor microenvironment/drug effects	0.5839154963972442	0.1139240506329113	1	2	0.0076916756411358	0.0050446579505036
TP53	asparaginase	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	ASPG	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	cisplatin	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	diterpenes/pharmacology	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	ferritins/blood	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	genetic variation	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	hemeproteins/toxicity	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	killer cells natural/metabolism	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	listeriosis/etiology	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	liver x receptors/agonists	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	lymphoma t-cell	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	malaria/genetics	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	NLRP1	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	TF	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	transferrin/metabolism	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	tumor suppressor protein p53/genetics	0.491090027111315	0.111111111111111	1	0	0.0014113776959625	0.0005854784028423
TP53	tumor suppressor protein p53/metabolism	0.178864212567384	0.0085470085470085	2	0	6.82199940962181e-05	2.06541913160274e-05
TP53	XK	0.491090027111315	0.111111111111111	1	0	0.0033542680309219	0.0015313968527381
TP53	interleukins/metabolism	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
TP53	tumor escape/immunology	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
TP53	cytokines/analysis	0.5011717509037003	0.0735294117647058	1	1	1.6125303861243532e-06	6.389823212771262e-07
TP53	pten phosphohydrolase/deficiency	0.5011717509037003	0.0735294117647058	1	1	1.6125303861243532e-06	6.389823212771262e-07
TP53	liver neoplasms/immunology	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
TP53	tumor-associated macrophages/immunology	0.5011717509037003	0.1426690079016681	1	1	0.007656492973386	0.0051267629104617
TP53	docosahexaenoic acids/analysis	0.5011717509037003	0.0735294117647058	1	1	1.6125303861243532e-06	6.389823212771262e-07
TP53	cellular reprogramming/immunology	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
TP53	tumor suppressor protein p53/deficiency	0.5011717509037003	0.0735294117647058	1	1	1.6125303861243532e-06	6.389823212771262e-07
TP53	neoplastic stem cells/immunology	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
TP53	PTEN	0.5011717509037003	0.0735294117647058	1	1	1.6125303861243532e-06	6.389823212771262e-07
TP53	IL34	0.5011717509037003	0.0735294117647058	1	1	0.0006229236683793	0.0003423603083223
tumor suppressor protein p53/metabolism	asparaginase	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	ASPG	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	cisplatin	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	diterpenes/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	killer cells natural/metabolism	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	lymphoma t-cell	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	NLRP1	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	XK	0.491090027111315	0.074074074074074	1	0	0.0004284185297513	0.0001430031506204
tumor suppressor protein p53/metabolism	interleukins/metabolism	0.5011717509037003	0.0441176470588235	1	1	2.9969370697205297e-05	1.3276510668847052e-05
tumor suppressor protein p53/metabolism	tumor escape/immunology	0.5011717509037003	0.0441176470588235	1	1	2.9969370697205297e-05	1.3276510668847052e-05
tumor suppressor protein p53/metabolism	liver neoplasms/immunology	0.5011717509037003	0.0441176470588235	1	1	2.9969370697205297e-05	1.3276510668847052e-05
tumor suppressor protein p53/metabolism	tumor-associated macrophages/immunology	0.5011717509037003	0.0869183494293239	1	1	0.0011083666402898	0.000622924630541
tumor suppressor protein p53/metabolism	cellular reprogramming/immunology	0.5011717509037003	0.0441176470588235	1	1	2.9969370697205297e-05	1.3276510668847052e-05
